filename,width,height,class,xmin,ymin,xmax,ymax
jtl21740.JPEG,640,480,person,255,26,367,433
jtl48090.JPEG,672,376,person,318,13,403,318
jtl17580.JPEG,640,480,person,144,34,244,424
jtl37650.JPEG,672,376,person,309,0,399,349
jtl28770.JPEG,640,480,person,294,38,394,428
jtl4100.JPEG,640,480,person,309,34,409,424
jtl13080.JPEG,672,376,person,278,4,363,327
positivos974.jpg,227,227,person,131,1,227,222
jtl36200.JPEG,672,376,person,287,22,363,295
jtl1050.JPEG,672,376,person,315,25,387,334
jtl32700.JPEG,640,480,person,275,39,375,429
jtl28980.JPEG,640,480,person,265,43,365,433
jtl5550.JPEG,640,480,person,174,32,274,422
jtl20310.JPEG,640,480,person,221,85,309,393
positivos1589.jpg,227,227,person,95,1,223,227
jtl24610.JPEG,640,480,person,304,33,401,419
positivos960.jpg,227,227,person,62,1,212,227
positivos753.jpg,227,227,person,176,1,227,190
jtl31590.JPEG,640,480,person,323,10,423,400
jtl11640.JPEG,672,376,person,340,4,443,367
jtl43660.JPEG,672,376,person,390,31,466,277
jtl35090.JPEG,672,376,person,372,0,462,323
jtl47360.JPEG,672,376,person,335,4,425,327
jtl18670.JPEG,640,480,person,297,84,379,377
jtl55770.JPEG,672,376,person,291,6,372,329
jtl23180.JPEG,640,480,person,225,40,322,417
positivos1210.jpg,227,227,person,1,1,60,226
jtl51270.JPEG,672,376,person,375,4,478,336
positivos1238.jpg,227,227,person,1,1,104,226
jtl19220.JPEG,640,480,person,277,27,383,437
positivos2057.jpg,227,227,person,1,1,227,227
jtl18880.JPEG,640,480,person,230,59,312,412
jtl50620.JPEG,672,376,person,343,0,424,367
jtl55980.JPEG,672,376,person,276,6,361,311
jtl7390.JPEG,672,376,person,255,4,345,313
jtl42230.JPEG,672,376,person,372,0,471,314
jtl10210.JPEG,672,376,person,332,0,440,367
positivos2043.jpg,227,227,person,43,1,132,227
jtl3690.JPEG,640,480,person,268,34,368,424
jtl46730.JPEG,672,376,person,336,0,457,309
jtl43890.JPEG,672,376,person,323,22,408,286
jtl14710.JPEG,672,376,person,394,0,510,367
jtl6930.JPEG,672,376,person,255,31,340,304
jtl33620.JPEG,640,480,person,256,36,356,426
jtl4470.JPEG,640,480,person,302,22,402,412
positivos592.jpg,227,227,person,149,1,197,175
jtl37320.JPEG,672,376,person,345,0,439,323
jtl25730.JPEG,640,480,person,188,16,291,420
jtl20890.JPEG,640,480,person,329,26,429,406
jtl21230.JPEG,640,480,person,321,92,391,358
jtl9140.JPEG,672,376,person,294,0,410,363
jtl56090.JPEG,672,376,person,348,13,415,300
positivos1947.jpg,227,227,person,65,5,145,227
jtl24360.JPEG,640,480,person,306,25,409,423
jtl20660.JPEG,640,480,person,245,88,327,384
jtl40180.JPEG,672,376,person,327,9,403,291
jtl32270.JPEG,640,480,person,256,47,356,437
jtl44480.JPEG,672,376,person,296,13,369,306
positivos1953.jpg,227,227,person,71,1,227,227
jtl1520.JPEG,672,376,person,290,3,366,326
jtl36770.JPEG,672,376,person,318,9,417,300
jtl29650.JPEG,640,480,person,325,17,425,407
positivos237.jpg,227,227,person,101,1,179,208
jtl55200.JPEG,672,376,person,305,0,399,318
jtl47610.JPEG,672,376,person,340,4,421,322
positivos545.jpg,227,227,person,1,1,74,227
jtl15630.JPEG,640,480,person,408,35,508,425
positivos1012.jpg,227,227,person,1,1,55,224
jtl7810.JPEG,672,376,person,282,0,363,314
positivos1774.jpg,227,227,person,77,1,210,227
jtl43310.JPEG,672,376,person,336,0,435,314
jtl11330.JPEG,672,376,person,282,0,385,332
jtl14260.JPEG,672,376,person,323,0,408,340
positivos1984.jpg,227,227,person,77,1,227,227
jtl10760.JPEG,672,376,person,282,0,412,358
jtl2940.JPEG,672,376,person,291,3,367,343
positivos579.jpg,227,227,person,54,1,152,200
jtl39480.JPEG,672,376,person,285,0,370,340
jtl19750.JPEG,640,480,person,312,43,409,411
positivos1990.jpg,227,227,person,46,1,204,227
jtl49600.JPEG,672,376,person,296,15,377,347
jtl53880.JPEG,672,376,person,273,9,367,341
jtl9800.JPEG,672,376,person,336,0,444,367
positivos1749.jpg,227,227,person,41,1,116,171
jtl52220.JPEG,672,376,person,354,0,435,332
jtl5790.JPEG,640,480,person,97,34,197,424
jtl40630.JPEG,672,376,person,364,0,480,363
jtl45990.JPEG,672,376,person,374,21,444,294
jtl1290.JPEG,672,376,person,282,54,345,314
jtl44330.JPEG,672,376,person,348,3,453,363
jtl16310.JPEG,640,480,person,250,46,350,436
jtl13240.JPEG,672,376,person,311,0,414,340
jtl33190.JPEG,640,480,person,245,42,345,432
jtl17740.JPEG,640,480,person,319,44,419,434
jtl5960.JPEG,640,480,person,295,34,395,424
positivos222.jpg,227,227,person,93,1,174,216
positivos236.jpg,227,227,person,20,1,175,227
positivos550.jpg,227,227,person,15,1,122,227
jtl21580.JPEG,640,480,person,332,0,480,473
jtl53670.JPEG,672,376,person,376,0,488,340
jtl34600.JPEG,672,376,person,363,0,462,314
jtl3450.JPEG,672,376,person,99,31,171,336
jtl22710.JPEG,640,480,person,248,12,351,416
positivos1946.jpg,227,227,person,1,1,82,227
jtl38990.JPEG,672,376,person,381,58,448,295
jtl39330.JPEG,672,376,person,363,0,457,323
jtl26210.JPEG,640,480,person,156,47,256,437
positivos587.jpg,227,227,person,140,1,227,227
jtl23340.JPEG,640,480,person,257,42,354,419
jtl38760.JPEG,672,376,person,296,0,381,340
jtl27640.JPEG,640,480,person,248,35,348,425
jtl35250.JPEG,672,376,person,267,1,358,324
jtl15180.JPEG,672,376,person,179,0,309,367
jtl6500.JPEG,640,480,person,269,32,369,422
jtl31750.JPEG,640,480,person,322,33,422,423
jtl11480.JPEG,672,376,person,390,0,502,367
jtl16660.JPEG,640,480,person,308,36,408,426
jtl29490.JPEG,640,480,person,310,15,410,405
positivos2042.jpg,227,227,person,51,1,165,227
jtl4840.JPEG,640,480,person,204,34,304,424
jtl44640.JPEG,672,376,person,300,4,394,331
jtl12360.JPEG,672,376,person,314,0,422,358
jtl40340.JPEG,672,376,person,300,7,385,316
jtl52750.JPEG,672,376,person,340,3,430,317
jtl49370.JPEG,672,376,person,355,13,422,318
positivos1577.jpg,227,227,person,79,1,152,214
jtl9380.JPEG,672,376,person,166,0,300,367
jtl53300.JPEG,672,376,person,308,0,429,332
positivos746.jpg,227,227,person,1,1,58,225
jtl48720.JPEG,672,376,person,299,0,393,318
jtl8920.JPEG,672,376,person,342,9,415,349
positivos1205.jpg,227,227,person,58,1,143,202
jtl45210.JPEG,672,376,person,403,22,479,277
jtl16890.JPEG,640,480,person,378,44,478,434
jtl41710.JPEG,672,376,person,312,0,402,305
jtl1910.JPEG,672,376,person,296,45,354,314
jtl39640.JPEG,672,376,person,327,54,394,291
jtl19590.JPEG,640,480,person,295,92,362,379
jtl50190.JPEG,672,376,person,323,4,431,336
jtl22260.JPEG,640,480,person,317,80,405,382
jtl42580.JPEG,672,376,person,170,4,264,336
jtl7420.JPEG,672,376,person,273,13,363,322
positivos975.jpg,227,227,person,1,1,113,227
positivos2095.jpg,227,227,person,53,1,156,227
jtl46080.JPEG,672,376,person,249,36,330,323
jtl3120.JPEG,672,376,person,273,40,376,358
jtl34370.JPEG,672,376,person,228,0,358,345
jtl31220.JPEG,640,480,person,314,34,414,424
jtl6070.JPEG,640,480,person,220,34,320,424
jtl560.JPEG,672,376,person,282,1,363,364
jtl35720.JPEG,672,376,person,309,27,376,273
positivos785.jpg,227,227,person,1,1,227,227
jtl2570.JPEG,672,376,person,303,25,361,334
jtl38210.JPEG,672,376,person,300,0,412,358
jtl27330.JPEG,640,480,person,327,48,427,438
positivos949.jpg,227,227,person,1,1,90,205
jtl23630.JPEG,640,480,person,308,94,381,369
jtl26990.JPEG,640,480,person,186,48,286,438
jtl49210.JPEG,672,376,person,318,27,394,332
positivos2136.jpg,227,227,person,1,1,134,192
positivos168.jpg,227,227,person,39,1,202,224
jtl40220.JPEG,672,376,person,327,4,403,327
jtl5380.JPEG,640,480,person,299,34,399,424
jtl12200.JPEG,672,376,person,166,0,300,367
jtl44720.JPEG,672,376,person,285,13,361,291
jtl1680.JPEG,672,376,person,270,16,346,356
jtl4920.JPEG,640,480,person,2,34,102,424
jtl41880.JPEG,672,376,person,237,22,327,327
jtl16700.JPEG,640,480,person,278,44,378,434
jtl1870.JPEG,672,376,person,294,55,352,306
jtl33580.JPEG,640,480,person,240,37,340,427
positivos1403.jpg,227,227,person,27,1,156,227
jtl13650.JPEG,672,376,person,296,4,381,344
jtl41670.JPEG,672,376,person,264,0,358,349
positivos154.jpg,227,227,person,1,1,47,226
jtl37080.JPEG,672,376,person,296,0,390,323
jtl17350.JPEG,640,480,person,119,53,219,443
jtl45370.JPEG,672,376,person,309,13,399,327
jtl8840.JPEG,672,376,person,367,0,461,367
positivos1371.jpg,227,227,person,114,1,227,227
jtl25490.JPEG,640,480,person,321,32,412,415
jtl48640.JPEG,672,376,person,323,22,408,327
jtl21190.JPEG,640,480,person,327,77,409,397
positivos140.jpg,227,227,person,4,1,111,213
jtl53260.JPEG,672,376,person,315,28,391,306
positivos1417.jpg,227,227,person,1,1,136,227
positivos65.jpg,227,227,person,45,1,158,227
jtl3040.JPEG,672,376,person,290,3,380,366
jtl30710.JPEG,640,480,person,310,4,410,394
jtl7540.JPEG,672,376,person,305,3,386,317
jtl26600.JPEG,640,480,person,278,62,378,452
jtl39720.JPEG,672,376,person,318,4,412,327
positivos197.jpg,227,227,person,152,3,195,174
positivos59.jpg,227,227,person,90,13,144,171
jtl23750.JPEG,640,480,person,261,42,373,389
jtl27250.JPEG,640,480,person,346,62,446,452
jtl38370.JPEG,672,376,person,398,18,468,291
jtl2410.JPEG,672,376,person,0,0,0,0
jtl15590.JPEG,640,480,person,257,49,357,439
jtl400.JPEG,672,376,person,287,6,363,346
jtl11090.JPEG,672,376,person,327,9,408,358
positivos183.jpg,227,227,person,49,1,216,226
jtl29080.JPEG,640,480,person,328,11,428,401
jtl16270.JPEG,640,480,person,281,35,381,425
jtl44250.JPEG,672,376,person,282,0,372,367
jtl12770.JPEG,672,376,person,323,0,422,367
jtl52340.JPEG,672,376,person,300,22,367,327
positivos1629.jpg,227,227,person,92,1,227,227
jtl9960.JPEG,672,376,person,363,18,475,363
jtl49760.JPEG,672,376,person,424,1,514,350
jtl53710.JPEG,672,376,person,306,4,405,309
positivos1167.jpg,227,227,person,1,1,66,222
jtl49990.JPEG,672,376,person,300,22,367,282
positivos430.jpg,227,227,person,45,23,102,169
jtl48330.JPEG,672,376,person,284,4,360,336
positivos1601.jpg,227,227,person,51,1,221,227
jtl45600.JPEG,672,376,person,390,0,493,354
positivos342.jpg,227,227,person,1,1,65,227
jtl17620.JPEG,640,480,person,205,52,305,442
positivos424.jpg,227,227,person,52,1,188,227
jtl13320.JPEG,672,376,person,327,9,412,349
jtl54080.JPEG,672,376,person,112,3,206,335
jtl26370.JPEG,640,480,person,266,62,366,452
jtl19180.JPEG,640,480,person,288,40,400,411
jtl39250.JPEG,672,376,person,233,0,324,340
positivos2.jpg,227,227,person,85,1,185,211
jtl7030.JPEG,672,376,person,296,31,386,322
jtl42190.JPEG,672,376,person,273,18,372,327
jtl30260.JPEG,640,480,person,309,34,409,424
jtl3530.JPEG,672,376,person,308,55,366,319
jtl46490.JPEG,672,376,person,363,22,435,304
jtl34760.JPEG,672,376,person,170,4,273,340
jtl31630.JPEG,640,480,person,323,19,423,409
jtl170.JPEG,672,376,person,281,1,357,341
jtl35330.JPEG,672,376,person,430,18,515,291
jtl2160.JPEG,672,376,person,299,54,362,314
positivos395.jpg,227,227,person,1,1,89,227
jtl27720.JPEG,640,480,person,346,48,446,438
jtl38600.JPEG,672,376,person,327,13,412,313
positivos381.jpg,227,227,person,179,1,227,184
jtl22880.JPEG,640,480,person,171,45,259,407
jtl23220.JPEG,640,480,person,328,110,398,388
jtl80.JPEG,672,376,person,281,3,357,343
jtl19800.JPEG,640,480,person,255,42,352,419
jtl54900.JPEG,672,376,person,276,0,357,345
positivos1818.jpg,227,227,person,136,1,227,227
jtl38170.JPEG,672,376,person,300,0,390,300
jtl2610.JPEG,672,376,person,4,4,73,358
jtl10830.JPEG,672,376,person,354,0,462,367
jtl35440.JPEG,672,376,person,252,10,328,288
jtl15790.JPEG,640,480,person,463,35,563,425
jtl600.JPEG,672,376,person,276,7,385,337
jtl6310.JPEG,640,480,person,310,34,410,424
jtl31140.JPEG,640,480,person,322,31,422,421
jtl11290.JPEG,672,376,person,269,0,368,367
positivos383.jpg,227,227,person,55,1,227,227
jtl34010.JPEG,640,480,person,252,37,352,427
positivos1824.jpg,227,227,person,113,1,193,206
positivos0.jpg,227,227,person,94,26,139,162
jtl3240.JPEG,672,376,person,288,46,360,333
jtl47940.JPEG,672,376,person,299,42,353,297
jtl7740.JPEG,672,376,person,220,3,292,308
jtl15960.JPEG,640,480,person,238,40,338,430
jtl22100.JPEG,640,480,person,299,60,381,386
jtl26400.JPEG,640,480,person,342,48,442,438
jtl51850.JPEG,672,376,person,300,0,363,349
jtl39520.JPEG,672,376,person,231,7,334,334
positivos1830.jpg,227,227,person,40,1,183,209
jtl13450.JPEG,672,376,person,279,18,387,367
jtl33780.JPEG,640,480,person,281,20,381,410
jtl29900.JPEG,640,480,person,275,22,375,412
jtl41470.JPEG,672,376,person,314,0,404,318
jtl36820.JPEG,672,376,person,278,0,390,314
positivos354.jpg,227,227,person,86,25,140,171
positivos432.jpg,227,227,person,20,15,74,179
jtl17150.JPEG,640,480,person,318,16,418,406
jtl37280.JPEG,672,376,person,314,9,386,296
jtl45170.JPEG,672,376,person,302,22,369,300
positivos1171.jpg,227,227,person,1,1,87,209
jtl48440.JPEG,672,376,person,294,0,415,332
jtl20930.JPEG,640,480,person,236,44,345,445
jtl53060.JPEG,672,376,person,305,4,386,349
jtl49010.JPEG,672,376,person,336,13,399,331
jtl56130.JPEG,672,376,person,340,0,412,332
jtl25860.JPEG,640,480,person,272,61,366,390
jtl40020.JPEG,672,376,person,273,0,358,336
jtl12000.JPEG,672,376,person,384,3,517,369
jtl33970.JPEG,640,480,person,162,42,262,432
jtl44520.JPEG,672,376,person,245,4,326,322
jtl1480.JPEG,672,376,person,291,21,360,317
jtl16500.JPEG,640,480,person,218,46,318,436
jtl46860.JPEG,672,376,person,355,0,445,345
jtl31430.JPEG,640,480,person,293,9,393,399
jtl6660.JPEG,640,480,person,287,34,387,424
jtl370.JPEG,672,376,person,266,16,342,356
jtl14840.JPEG,672,376,person,327,13,426,353
jtl35130.JPEG,672,376,person,278,9,386,349
positivos195.jpg,227,227,person,4,1,160,227
jtl27520.JPEG,640,480,person,286,48,386,438
jtl50970.JPEG,672,376,person,264,27,354,359
jtl38400.JPEG,672,376,person,246,18,331,327
jtl23020.JPEG,640,480,person,262,45,368,434
positivos1398.jpg,227,227,person,10,1,107,224
jtl54280.JPEG,672,376,person,291,58,385,322
jtl26170.JPEG,640,480,person,254,62,354,452
jtl39050.JPEG,672,376,person,354,0,448,323
jtl19380.JPEG,640,480,person,264,44,358,400
positivos817.jpg,227,227,person,39,1,120,182
jtl22470.JPEG,640,480,person,252,54,340,416
positivos67.jpg,227,227,person,77,1,161,209
jtl7230.JPEG,672,376,person,291,40,367,322
jtl42390.JPEG,672,376,person,305,54,381,300
jtl3730.JPEG,640,480,person,321,38,421,428
jtl11910.JPEG,672,376,person,291,9,399,367
jtl46690.JPEG,672,376,person,267,0,348,291
jtl34560.JPEG,672,376,person,340,40,407,277
jtl43930.JPEG,672,376,person,264,0,358,349
jtl6890.JPEG,672,376,person,296,36,372,318
jtl53510.JPEG,672,376,person,314,31,413,336
positivos1367.jpg,227,227,person,89,1,166,215
jtl9590.JPEG,672,376,person,340,0,439,367
positivos630.jpg,227,227,person,121,14,170,172
positivos156.jpg,227,227,person,98,1,176,217
positivos2108.jpg,227,227,person,59,1,190,227
positivos1401.jpg,227,227,person,99,1,169,197
positivos98.jpg,227,227,person,68,1,132,194
positivos1415.jpg,227,227,person,77,1,196,177
jtl17420.JPEG,640,480,person,195,53,295,443
jtl41100.JPEG,672,376,person,399,18,475,273
positivos624.jpg,227,227,person,93,1,227,227
positivos1373.jpg,227,227,person,8,1,137,227
jtl13120.JPEG,672,376,person,173,9,263,367
jtl29280.JPEG,640,480,person,279,34,379,424
jtl16070.JPEG,640,480,person,189,53,289,443
jtl12570.JPEG,672,376,person,385,0,537,367
jtl28820.JPEG,640,480,person,360,23,460,413
jtl37900.JPEG,672,376,person,260,0,350,305
positivos2120.jpg,227,227,person,11,1,140,175
jtl52140.JPEG,672,376,person,327,36,390,309
positivos1429.jpg,227,227,person,27,1,180,226
jtl49560.JPEG,672,376,person,302,16,369,312
jtl21810.JPEG,640,480,person,525,32,622,445
jtl23140.JPEG,640,480,person,316,89,392,376
jtl38560.JPEG,672,376,person,215,0,309,349
jtl50810.JPEG,672,376,person,270,18,337,323
jtl2200.JPEG,672,376,person,287,13,359,340
jtl15380.JPEG,672,376,person,239,9,360,367
jtl6700.JPEG,640,480,person,210,22,310,412
jtl210.JPEG,672,376,person,257,3,333,343
positivos793.jpg,227,227,person,27,1,227,227
jtl46900.JPEG,672,376,person,296,0,395,332
jtl31550.JPEG,640,480,person,282,31,382,421
jtl34400.JPEG,672,376,person,85,18,197,367
jtl43850.JPEG,672,376,person,253,0,326,327
jtl11870.JPEG,672,376,person,315,0,445,367
jtl3650.JPEG,672,376,person,273,21,349,361
jtl30100.JPEG,640,480,person,346,13,446,403
jtl7350.JPEG,672,376,person,376,4,448,300
jtl55940.JPEG,672,376,person,311,0,410,332
jtl22510.JPEG,640,480,person,319,86,401,379
jtl18840.JPEG,640,480,person,283,14,389,430
jtl39130.JPEG,672,376,person,255,0,349,349
jtl26010.JPEG,640,480,person,275,71,360,424
positivos1213.jpg,227,227,person,40,11,114,185
jtl13040.JPEG,672,376,person,305,22,408,345
jtl41060.JPEG,672,376,person,264,0,358,370
jtl37690.JPEG,672,376,person,245,15,339,312
jtl17540.JPEG,640,480,person,326,60,426,450
positivos1575.jpg,227,227,person,11,1,183,227
jtl45560.JPEG,672,376,person,184,9,278,341
jtl25280.JPEG,640,480,person,328,34,410,327
positivos1561.jpg,227,227,person,52,6,115,189
jtl48050.JPEG,672,376,person,358,0,457,345
jtl21780.JPEG,640,480,person,214,39,314,416
positivos1207.jpg,227,227,person,1,1,61,226
positivos778.jpg,227,227,person,1,1,47,194
jtl21970.JPEG,640,480,person,178,43,269,405
jtl49400.JPEG,672,376,person,306,10,373,333
jtl5590.JPEG,640,480,person,163,32,263,422
jtl37860.JPEG,672,376,person,363,0,462,314
jtl28940.JPEG,640,480,person,305,8,405,398
jtl1090.JPEG,672,376,person,539,0,655,367
jtl44130.JPEG,672,376,person,399,22,475,277
jtl31020.JPEG,640,480,person,311,4,411,394
jtl760.JPEG,672,376,person,311,0,396,367
jtl35520.JPEG,672,376,person,296,0,390,332
jtl42970.JPEG,672,376,person,246,7,349,334
positivos585.jpg,227,227,person,134,1,227,199
jtl10950.JPEG,672,376,person,327,0,412,340
jtl2770.JPEG,672,376,person,297,0,400,354
positivos591.jpg,227,227,person,9,1,61,177
jtl38010.JPEG,672,376,person,296,0,417,349
jtl54860.JPEG,672,376,person,318,0,399,345
jtl23430.JPEG,640,480,person,315,44,412,427
jtl19960.JPEG,640,480,person,512,11,609,424
positivos1950.jpg,227,227,person,1,1,134,227
jtl39440.JPEG,672,376,person,309,13,376,291
jtl26560.JPEG,640,480,person,160,35,260,425
jtl51930.JPEG,672,376,person,306,13,378,331
jtl50390.JPEG,672,376,person,285,4,406,336
jtl15800.JPEG,640,480,person,245,91,345,481
jtl42780.JPEG,672,376,person,261,4,364,349
jtl7620.JPEG,672,376,person,193,40,274,331
jtl2980.JPEG,672,376,person,287,12,360,338
jtl47820.JPEG,672,376,person,436,0,517,332
jtl3320.JPEG,672,376,person,293,7,374,370
positivos1944.jpg,227,227,person,93,1,159,177
jtl990.JPEG,672,376,person,251,0,403,367
jtl34170.JPEG,640,480,person,153,42,253,432
jtl9180.JPEG,672,376,person,300,0,497,367
positivos1777.jpg,227,227,person,187,1,227,227
jtl53100.JPEG,672,376,person,273,9,394,341
jtl20850.JPEG,640,480,person,212,31,312,408
positivos546.jpg,227,227,person,1,1,78,227
positivos1005.jpg,227,227,person,20,1,182,226
jtl45010.JPEG,672,376,person,282,9,372,327
jtl17030.JPEG,640,480,person,227,36,327,426
positivos552.jpg,227,227,person,1,1,65,221
positivos234.jpg,227,227,person,101,1,179,216
jtl41510.JPEG,672,376,person,291,0,394,332
jtl36940.JPEG,672,376,person,354,40,439,277
jtl29860.JPEG,640,480,person,315,17,415,407
jtl16460.JPEG,640,480,person,273,33,373,423
jtl29690.JPEG,640,480,person,438,6,538,396
jtl33810.JPEG,640,480,person,251,36,351,426
positivos1993.jpg,227,227,person,81,1,227,227
jtl44440.JPEG,672,376,person,245,0,339,314
jtl12160.JPEG,672,376,person,166,0,309,367
jtl40140.JPEG,672,376,person,278,4,377,358
positivos1039.jpg,227,227,person,1,1,75,227
positivos1039.jpg,227,227,person,8,1,120,227
jtl52550.JPEG,672,376,person,335,3,425,330
jtl25900.JPEG,640,480,person,202,0,314,443
positivos1987.jpg,227,227,person,64,1,111,127
jtl56050.JPEG,672,376,person,339,0,433,363
jtl49170.JPEG,672,376,person,321,3,411,330
positivos1038.jpg,227,227,person,1,1,75,227
jtl54120.JPEG,672,376,person,390,9,480,327
jtl19020.JPEG,640,480,person,284,64,378,378
jtl38950.JPEG,672,376,person,399,0,493,314
jtl50420.JPEG,672,376,person,349,15,416,320
positivos209.jpg,227,227,person,139,16,192,168
positivos1992.jpg,227,227,person,15,1,227,227
jtl7190.JPEG,672,376,person,233,27,300,305
jtl42030.JPEG,672,376,person,398,18,468,291
jtl10010.JPEG,672,376,person,296,0,408,367
jtl3490.JPEG,672,376,person,264,49,327,309
jtl31960.JPEG,640,480,person,285,0,385,390
jtl46530.JPEG,672,376,person,287,22,363,295
jtl14510.JPEG,672,376,person,300,0,497,367
positivos553.jpg,227,227,person,120,1,227,227
jtl11440.JPEG,672,376,person,332,0,431,367
jtl31790.JPEG,640,480,person,288,30,388,420
jtl34830.JPEG,672,376,person,408,13,484,268
jtl35290.JPEG,672,376,person,323,18,413,291
jtl47160.JPEG,672,376,person,372,4,462,349
jtl18470.JPEG,640,480,person,234,43,319,396
jtl27680.JPEG,640,480,person,133,47,233,437
positivos1776.jpg,227,227,person,47,1,100,121
jtl22920.JPEG,640,480,person,234,43,319,396
jtl55570.JPEG,672,376,person,288,61,382,325
jtl23380.JPEG,640,480,person,198,6,301,431
jtl51070.JPEG,672,376,person,372,0,471,345
jtl36000.JPEG,672,376,person,330,0,420,305
jtl29120.JPEG,640,480,person,293,0,393,390
jtl1250.JPEG,672,376,person,275,4,356,367
jtl45950.JPEG,672,376,person,323,30,404,321
jtl32500.JPEG,640,480,person,299,36,399,426
jtl17970.JPEG,640,480,person,317,1,411,420
jtl5750.JPEG,640,480,person,377,32,477,422
jtl20110.JPEG,640,480,person,224,33,324,413
positivos1789.jpg,227,227,person,132,1,227,227
jtl8260.JPEG,672,376,person,358,27,430,323
jtl24410.JPEG,640,480,person,116,11,237,457
jtl53840.JPEG,672,376,person,321,21,397,348
jtl9630.JPEG,672,376,person,314,0,422,358
jtl21540.JPEG,640,480,person,277,44,365,406
jtl49830.JPEG,672,376,person,296,9,363,269
